dataset,method,params,case,seed,status,l_bar,mean_accept_length,output_tokens,draft_rounds,draft_acceptance_rate,finish_reason,reached_final_channel,wall_time_seconds
longbench_v2,spec_casc_tok,alpha0.15,case_001,0,ok,2.1616438356164385,3.1616438356164385,1152,365.0,0.36027397260273974,stop,True,4.181295333895832
longbench_v2,spec_casc_tok,alpha0.15,case_001,1,ok,2.189236111111111,3.189236111111111,1836,576.0,0.3648726851851852,stop,True,6.157469710800797
longbench_v2,spec_casc_tok,alpha0.15,case_001,2,ok,2.299287410926366,3.299287410926366,1387,421.0,0.3832145684877276,stop,True,4.678390265908092
longbench_v2,spec_casc_tok,alpha0.15,case_002,0,ok,1.7675276752767528,2.767527675276753,1498,542.0,0.2945879458794588,stop,True,5.367583150044084
longbench_v2,spec_casc_tok,alpha0.15,case_002,1,ok,2.0074441687344913,3.0074441687344913,1211,403.0,0.3345740281224152,stop,True,4.286391739035025
longbench_v2,spec_casc_tok,alpha0.15,case_002,2,ok,1.9948979591836735,2.9948979591836737,586,196.0,0.3324829931972789,stop,True,2.658673295751214
longbench_v2,spec_casc_tok,alpha0.15,case_003,0,ok,1.8908685968819599,2.89086859688196,1296,449.0,0.3151447661469933,stop,True,4.178422121796757
longbench_v2,spec_casc_tok,alpha0.15,case_003,1,ok,1.7754716981132075,2.7754716981132077,1471,530.0,0.2959119496855346,stop,True,4.785218139877543
longbench_v2,spec_casc_tok,alpha0.15,case_003,2,ok,1.9239350912778905,2.9239350912778903,2881,986.0,0.32065584854631507,stop,True,8.308438396081328
longbench_v2,spec_casc_tok,alpha0.15,case_004,0,ok,2.4081041968162085,3.4081041968162085,2355,691.0,0.4013506994693681,stop,True,5.609144194982946
longbench_v2,spec_casc_tok,alpha0.15,case_004,1,ok,2.445910290237467,3.445910290237467,1306,379.0,0.4076517150395778,stop,True,3.2120260840747505
longbench_v2,spec_casc_tok,alpha0.15,case_004,2,ok,2.151898734177215,3.151898734177215,1491,474.0,0.35864978902953587,stop,True,3.952748348005116
longbench_v2,spec_casc_tok,alpha0.15,case_005,0,ok,2.1055045871559632,3.1055045871559632,1352,436.0,0.35091743119266056,stop,True,3.5941263157874346
longbench_v2,spec_casc_tok,alpha0.15,case_005,1,ok,2.5736434108527133,3.5736434108527133,1383,387.0,0.4289405684754522,stop,True,3.250160900875926
longbench_v2,spec_casc_tok,alpha0.15,case_005,2,ok,2.111111111111111,3.111111111111111,477,153.0,0.35185185185185186,stop,True,1.451199134811759
longbench_v2,spec_casc_tok,alpha0.15,case_006,0,ok,2.008006405124099,3.008006405124099,7512,2498.0,0.33466773418734985,stop,True,19.82245383504778
longbench_v2,spec_casc_tok,alpha0.15,case_006,1,ok,1.9470512268618165,2.9470512268618165,6844,2323.0,0.32450853781030276,stop,True,18.28661739989184
longbench_v2,spec_casc_tok,alpha0.15,case_006,2,ok,1.892689470154259,2.892689470154259,4308,1491.0,0.31544824502570984,stop,True,12.028045746032149
longbench_v2,spec_casc_tok,alpha0.15,case_007,0,ok,1.2928348909657321,2.2928348909657323,736,321.0,0.21547248182762202,stop,True,3.55029133008793
longbench_v2,spec_casc_tok,alpha0.15,case_007,1,ok,1.5947136563876652,2.594713656387665,589,227.0,0.2657856093979442,stop,True,2.8238954679109156
longbench_v2,spec_casc_tok,alpha0.15,case_007,2,ok,1.6867816091954022,2.6867816091954024,935,348.0,0.2811302681992337,stop,True,3.756804279051721
longbench_v2,spec_casc_tok,alpha0.15,case_008,0,ok,2.672222222222222,3.672222222222222,660,180.0,0.44537037037037036,stop,True,2.0410100310109556
longbench_v2,spec_casc_tok,alpha0.15,case_008,1,ok,2.4594594594594597,3.4594594594594597,2302,666.0,0.4099099099099099,stop,True,5.811861095018685
longbench_v2,spec_casc_tok,alpha0.15,case_008,2,ok,2.650485436893204,3.650485436893204,751,206.0,0.441747572815534,stop,True,2.261189016047865
longbench_v2,spec_casc_tok,alpha0.15,case_009,0,ok,3.531322505800464,4.531322505800464,1953,431.0,0.588553750966744,stop,True,3.9085010550916195
longbench_v2,spec_casc_tok,alpha0.15,case_009,1,ok,2.663107947805457,3.663107947805457,3088,843.0,0.44385132463424276,stop,True,6.9704094850458205
longbench_v2,spec_casc_tok,alpha0.15,case_009,2,ok,2.8542825361512794,3.8542825361512794,3463,899.0,0.4757137560252132,stop,True,7.447284463793039
longbench_v2,spec_casc_tok,alpha0.15,case_010,0,ok,1.9758454106280192,2.975845410628019,617,207.0,0.32930756843800324,stop,True,2.5337182101793587
longbench_v2,spec_casc_tok,alpha0.15,case_010,1,ok,1.4385964912280702,2.43859649122807,555,228.0,0.23976608187134502,stop,True,2.7052927429322153
longbench_v2,spec_casc_tok,alpha0.15,case_010,2,ok,1.9328859060402686,2.9328859060402683,437,149.0,0.3221476510067114,stop,True,2.097849456127733
longbench_v2,spec_casc_tok,alpha0.15,case_011,0,ok,2.438775510204082,3.438775510204082,337,98.0,0.4064625850340136,stop,True,1.188711036927998
longbench_v2,spec_casc_tok,alpha0.15,case_011,1,ok,2.2875,3.2875,525,160.0,0.38125,stop,True,1.6958565290551633
longbench_v2,spec_casc_tok,alpha0.15,case_011,2,ok,2.303921568627451,3.303921568627451,674,204.0,0.3839869281045752,stop,True,1.9991819220595062
longbench_v2,spec_casc_tok,alpha0.15,case_012,0,ok,1.6373390557939915,2.6373390557939915,1228,466.0,0.2728898426323319,stop,True,3.8259631600230932
longbench_v2,spec_casc_tok,alpha0.15,case_012,1,ok,1.6951983298538622,2.695198329853862,1291,479.0,0.2825330549756437,stop,True,3.9098763449583203
longbench_v2,spec_casc_tok,alpha0.15,case_012,2,ok,1.5413907284768211,2.541390728476821,1534,604.0,0.2568984547461369,stop,True,4.865756021812558
longbench_v2,spec_casc_tok,alpha0.15,case_013,0,ok,1.6721311475409837,2.6721311475409837,488,183.0,0.2786885245901639,stop,True,1.9331409558653831
longbench_v2,spec_casc_tok,alpha0.15,case_013,1,ok,2.0403225806451615,3.0403225806451615,375,124.0,0.3400537634408602,stop,True,1.4992700461298227
longbench_v2,spec_casc_tok,alpha0.15,case_013,2,ok,1.8571428571428572,2.857142857142857,221,77.0,0.30952380952380953,stop,True,1.141867364756763
longbench_v2,spec_casc_tok,alpha0.15,case_014,0,ok,1.9329710144927537,2.932971014492754,1616,552.0,0.32216183574879226,stop,True,4.446452130097896
longbench_v2,spec_casc_tok,alpha0.15,case_014,1,ok,2.2737341772151898,3.2737341772151898,2068,632.0,0.37895569620253167,stop,True,5.034589693183079
longbench_v2,spec_casc_tok,alpha0.15,case_014,2,ok,2.676579925650558,3.676579925650558,989,269.0,0.44609665427509293,stop,True,2.359135061968118
longbench_v2,spec_casc_tok,alpha0.15,case_015,0,ok,1.706060606060606,2.706060606060606,892,330.0,0.28434343434343434,stop,True,3.263834074139595
longbench_v2,spec_casc_tok,alpha0.15,case_015,1,ok,1.6320109439124486,2.632010943912449,1922,731.0,0.2720018239854081,stop,True,6.403190270066261
longbench_v2,spec_casc_tok,alpha0.15,case_015,2,ok,1.7508710801393728,2.7508710801393725,1579,574.0,0.29181184668989546,stop,True,5.164999485947192
longbench_v2,spec_casc_tok,alpha0.15,case_016,0,ok,2.0884615384615386,3.0884615384615386,801,260.0,0.34807692307692306,stop,True,2.2655342877842486
longbench_v2,spec_casc_tok,alpha0.15,case_016,1,ok,2.3038461538461537,3.3038461538461537,855,260.0,0.383974358974359,stop,True,2.303513285005465
longbench_v2,spec_casc_tok,alpha0.15,case_016,2,ok,2.173076923076923,3.173076923076923,2309,728.0,0.36217948717948717,stop,True,5.74731867806986
longbench_v2,spec_casc_tok,alpha0.15,case_017,0,ok,2.2846153846153845,3.2846153846153845,426,130.0,0.38076923076923075,stop,True,1.315587991848588
longbench_v2,spec_casc_tok,alpha0.15,case_017,1,ok,2.4455445544554455,3.4455445544554455,348,101.0,0.4075907590759076,stop,True,1.0845134910196066
longbench_v2,spec_casc_tok,alpha0.15,case_017,2,ok,2.0125,3.0125,240,80.0,0.33541666666666664,stop,True,0.9471853640861809
longbench_v2,spec_casc_tok,alpha0.15,case_018,0,ok,2.55919395465995,3.55919395465995,2824,794.0,0.4265323257766583,stop,True,6.43859934899956
longbench_v2,spec_casc_tok,alpha0.15,case_018,1,ok,2.6608108108108106,3.6608108108108106,2706,740.0,0.4434684684684685,stop,True,6.016374038066715
longbench_v2,spec_casc_tok,alpha0.15,case_018,2,ok,2.4498886414253898,3.4498886414253898,1549,449.0,0.4083147735708983,stop,True,3.81902680080384
longbench_v2,spec_casc_tok,alpha0.15,case_019,0,ok,1.9186046511627908,2.9186046511627906,503,172.0,0.31976744186046513,stop,True,1.926745087839663
longbench_v2,spec_casc_tok,alpha0.15,case_019,1,ok,2.211267605633803,3.211267605633803,685,213.0,0.3685446009389671,stop,True,2.286537963198498
